objectid,filename,title,creator,publisherpublication,place,date,description,subject,page,vol-issue,latitude,longitude,collection,identifier,format-original,type,format,language,rights,rightsstatement
josephy0262,,Here in Nevada a Terrible Crime...',Alvin Josephy,American Heritage,,1970-06-01,"Alvin Josephy on Nevada's Pyramid Lake, victim of the plundering of natural resources, written for American Heritage, Vol 21; No 4, beginning on page 93",Nevada; pyramid lake;natural resources,93,Vol 21; No 4,,,"Josephy Library, Josephy Center for Arts and Culture",Here-in-Nevada-a-Terrible-Crime-,article,record,listing,eng,,
josephy0263,,Indians in History,Alvin Josephy,Atlantic,,1970-06-01,"Alvin Josephy on White historians' failure to know Indian history and nature, written for Atlantic, Vol 225; No 6, beginning on page 67",Whites; native americans; environmental consciousness; history;,67,Vol 225; No 6,,,"Josephy Library, Josephy Center for Arts and Culture",Indians-in-History,article,record,listing,eng,,
josephy0264,,The Hudson's Bay Company and the American Indians,Alvin Josephy,Westerners,,1971-01-01,"Alvin Josephy on History of Company's relationship with & treatment of American Indians, written for Westerners, Vol 18; No 2, beginning on page 28",Hudson Bay Company; native americans; history,28,Vol 18; No 2,,,"Josephy Library, Josephy Center for Arts and Culture",The-Hudson-s-Bay-Company-and-the-American-Indians,article,record,listing,eng,,
josephy0265,,The Hudson's Bay Company and the American Indians - II,Alvin Josephy,Westerners,,1971-01-01,"Alvin Josephy on History of Company's relationship with & treatment of American Indians, written for Westerners, Vol 18; No 3, beginning on page 59",Hudson Bay Company; native americans; history,59,Vol 18; No 3,,,"Josephy Library, Josephy Center for Arts and Culture",The-Hudson-s-Bay-Company-and-the-American-Indians-II,article,record,listing,eng,,
josephy0266,,The Hudson's Bay Company and the American Indians - III,Alvin Josephy,Westerners,,1971-01-01,"Alvin Josephy on History of Company's relationship with & treatment of American Indians, written for Westerners, Vol 18; No 4, beginning on page 78",History of Company's relationship with & treatment of American Indians,78,Vol 18; No 4,,,"Josephy Library, Josephy Center for Arts and Culture",The-Hudson-s-Bay-Company-and-the-American-Indians-III,article,record,listing,eng,,
josephy0267,,The Murder of the Southwest,Alvin Josephy,Audubon,,1971-07-01,"Alvin Josephy on Impact on Indian lands of Dept. of the Interior approved strip-mining for coal, written for Audubon, Vol 73; No 4, beginning on page 52",native americans; department of the interior; bureacracy; mining; coal; natural resources,52,Vol 73; No 4,,,"Josephy Library, Josephy Center for Arts and Culture",The-Murder-of-the-Southwest,article,record,listing,eng,,
josephy0268,,The Custer Myth,Alvin Josephy,Life,,1971-07-02,"Alvin Josephy on The battle of Little Bighorn, written for Life, Vol 71; No. 1, beginning on page 49",war; native americans; little bighorn,49,Vol 71; No. 1,,,"Josephy Library, Josephy Center for Arts and Culture",The-Custer-Myth,article,record,listing,eng,,
josephy0269,,"120 Centuries of a Noble Heritage, Part 1",Alvin Josephy,On the Sound,,1972-01-01,"Alvin Josephy on History of American Indians along Long Island Sound, written for On the Sound, Vol 2; No 1, beginning on page 80",native americans; history; long island sound,80,Vol 2; No 1,,,"Josephy Library, Josephy Center for Arts and Culture",120-Centuries-of-a-Noble-Heritage-Part-1,article,record,listing,eng,,
josephy0270,,"Indians of the Sound, Part 2",Alvin Josephy,On the Sound,,1972-02-01,"Alvin Josephy on History of American Indians of Long Island Sound from the 17th Century on, written for On the Sound, Vol 2; No 2, beginning on page 72",native americans; history; long island sound,72,Vol 2; No 2,,,"Josephy Library, Josephy Center for Arts and Culture",Indians-of-the-Sound-Part-2,article,record,listing,eng,,
josephy0271,,By Fayre and Gentle Means,Alvin Josephy,American West,,1972-09-01,"Alvin Josephy on The Hudson's Bay Company and the American Indian, written for American West, Vol 9; No 5, beginning on page 4",Hudson Bay Company; native americans; history,4,Vol 9; No 5,,,"Josephy Library, Josephy Center for Arts and Culture",By-Fayre-and-Gentle-Means,article,record,listing,eng,,
josephy0272,,The Hopi Way,Alvin Josephy,American Heritage,,1973-02-01,"Alvin Josephy on Traditionalists' prescription for a happier, more meaningful life & the threat of strip mining on their communities, written for American Heritage, Vol 24; No 2, beginning on page 49",native americans; department of the interior; bureacracy; mining; coal; natural resources,49,Vol 24; No 2,,,"Josephy Library, Josephy Center for Arts and Culture",The-Hopi-Way,article,record,listing,eng,,
josephy0273,,What the Indians Want,Alvin Josephy,New York Times,,1973-03-19,"Alvin Josephy on Indian-US government relations & recent protests, written for New York Times, , beginning on page 18",Indian-US government relations & recent protests,18,,,,"Josephy Library, Josephy Center for Arts and Culture",What-the-Indians-Want,article,record,listing,eng,,
josephy0274,,Agony of the Nothern Plains,Alvin Josephy,Audubon,,1973-07-01,"Alvin Josephy on Impact on northern plains of the 1971 ""North Central Power Study"", written for Audubon, Vol 75; No 4, beginning on page 68",northern plains; electric power,68,Vol 75; No 4,,,"Josephy Library, Josephy Center for Arts and Culture",Agony-of-the-Nothern-Plains,article,record,listing,eng,,
josephy0275,,Freedom for the American Indian,Alvin Josephy,Critic,,1973-09-01,"Alvin Josephy on Summary of Indian-White relations since earliest contact, written for Critic, Vol 32; No 1, beginning on page 18",Whites; native americans; first contact; history;,18,Vol 32; No 1,,,"Josephy Library, Josephy Center for Arts and Culture",Freedom-for-the-American-Indian,article,record,listing,eng,,
josephy0276,,The Splendid Indians of Edward S. Curtis,Alvin Josephy,American Heritage,,1974-02-01,"Alvin Josephy on Curtis's corpus, The North American Indian, written for American Heritage, Vol 25; No 2, beginning on page 40",Edward S. Curtis; native americans,40,Vol 25; No 2,,,"Josephy Library, Josephy Center for Arts and Culture",The-Splendid-Indians-of-Edward-S-Curtis,article,record,listing,eng,,
josephy0277,,Dr. Strangelove builds a canal,Alvin Josephy,Audubon,,1975-03-01,"Alvin Josephy on Impact of Bureau of Reclamation's irrigation plans on North Dakota farmers, written for Audubon, Vol 77; No 2, beginning on page 76",Bureau of Reclamation; irrigation; North Dakota; farmers,76,Vol 77; No 2,,,"Josephy Library, Josephy Center for Arts and Culture",Dr-Strangelove-builds-a-canal,article,record,listing,eng,,
josephy0278,,Kaiparowits: the ultimate obscenity,Alvin Josephy,Audubon,,1976-03-01,"Alvin Josephy on Impact of powerplants in the four-state corner of the West., written for Audubon, Vol 78; No 2, beginning on page 64",electric power; northwest,64,Vol 78; No 2,,,"Josephy Library, Josephy Center for Arts and Culture",Kaiparowits-the-ultimate-obscenity,article,record,listing,eng,,
josephy0279,,Book Recommendations,Alvin Josephy,Smithsonian,,1976-07-01,"Alvin Josephy reviews/recommends The Closing Circle by Barry Commoner, written for Smithsonian, Vol 7; No 4, beginning on page 127",book review,127,Vol 7; No 4,,,"Josephy Library, Josephy Center for Arts and Culture",Book-Recommendations,article,record,listing,eng,,
josephy0280,,A Sojourn Among the Indians,Alvin Josephy,Natural History,,1977-02-01,"Alvin Josephy reviews People of the First Man, edited by Davis Thomas and Karin Ronnefeldt, written for Natural History, Vol 86; No 2, beginning on page 94",book review; ,94,Vol 86; No 2,,,"Josephy Library, Josephy Center for Arts and Culture",A-Sojourn-Among-the-Indians,article,record,listing,eng,,
josephy0281,,Keynote Address,Alvin Josephy,Proceedings,,1978-09-01,"Alvin Josephy speech to conference of environmentalists and sheep producers, written for Proceedings, , beginning on page 2",A. Josephy's speech to conference of environmentalists and sheep producers,2,,,,"Josephy Library, Josephy Center for Arts and Culture",Keynote-Address,article,record,listing,eng,,
josephy0282,,Iwo Jima,Alvin Josephy,American Heritage,,1981-06-01,"Alvin Josephy on Marine combat correspondent recalls the deadliest battle of the Pacific war, written for American Heritage, Vol 32; No 4, beginning on page 92",war; pacific war; iwo jima; marines,92,Vol 32; No 4,,,"Josephy Library, Josephy Center for Arts and Culture",Iwo-Jima,article,record,listing,eng,,
josephy0283,,Iwo Jima,Alvin Josephy,Col. Heinl 1982 Mem. Award,,1982-01-01,"Alvin Josephy on Marine combat correspondent recalls deadliest battle of the Pacific war, written for Col. Heinl 1982 Mem. Award, , beginning on page 37",war; pacific war; iwo jima; marines,37,,,,"Josephy Library, Josephy Center for Arts and Culture",Iwo-Jima,article,record,listing,eng,,
josephy0284,,Awesome Space,Alvin Josephy,History News,,1982-06-01,"Alvin Josephy on Speculations on interpretations of the Old West, written for History News, Vol 37; No 6, beginning on page 26",old west; history,26,Vol 37; No 6,,,"Josephy Library, Josephy Center for Arts and Culture",Awesome-Space,article,record,listing,eng,,
josephy0285,,One Way to Spell Man,Alvin Josephy,American West,,1982-09-01,"Alvin Josephy reviews Wallace Stegner's One Way to Spell Man: Essays with a Western Bias, written for American West, Vol 19; No 5, beginning on page 64",book review; wallace stegner; native americans; whites,64,Vol 19; No 5,,,"Josephy Library, Josephy Center for Arts and Culture",One-Way-to-Spell-Man,article,record,listing,eng,,
josephy0286,,Whose Old West Is Disappearing?,Alvin Josephy,American West,,1982-11-01,"Alvin Josephy on Celebration of cowboys, cow ponies, and cow country, written for American West, Vol 19; No 6, beginning on page 32",cowboys; ponies; cows; ,32,Vol 19; No 6,,,"Josephy Library, Josephy Center for Arts and Culture",Whose-Old-West-Is-Disappearing-,article,record,listing,eng,,
josephy0287,,The Blood of Abel,Alvin Josephy,American West,,1983-05-01,"Alvin Josephy on 1863 murder of Lloyd Magruder and swift justice in frontier Idaho, written for American West, Vol 20; No 3, beginning on page 31",idaho; lloyd magruder; murder; western justice,31,Vol 20; No 3,,,"Josephy Library, Josephy Center for Arts and Culture",The-Blood-of-Abel,article,record,listing,eng,,
josephy0288,,View from the West,Alvin Josephy,American West,,1984-03-01,"Alvin Josephy on Impact of media attitude to natural resource policies, written for American West, Vol 21; No 2, beginning on page 6",media; natural resources; environmental consciousness; bureacracy,6,Vol 21; No 2,,,"Josephy Library, Josephy Center for Arts and Culture",View-from-the-West,article,record,listing,eng,,
josephy0289,,The Blood of Abel,Alvin Josephy,Journal,,1985-03-01,"Alvin Josephy on 1863 murder of Lloyd Magruder and swift justice in frontier Idaho, written for Journal, Vol 4; No 1, beginning on page 4",idaho; lloyd magruder; murder; western justice,4,Vol 4; No 1,,,"Josephy Library, Josephy Center for Arts and Culture",The-Blood-of-Abel,article,record,listing,eng,,
josephy0290,,Those Pants that Levi Gave Us,Alvin Josephy,American West,,1985-07-01,"Alvin Josephy on History of Levi Strauss and his world-famous pants, written for American West, Vol 22; No 4, beginning on page 30",levi strauss; jeans; western histor,30,Vol 22; No 4,,,"Josephy Library, Josephy Center for Arts and Culture",Those-Pants-that-Levi-Gave-Us,article,record,listing,eng,,
josephy0291,,Andy Warhol Meets Sitting Bull,Alvin Josephy,American West,,1986-01-01,"Alvin Josephy on Warhol's silk-screen prints, ""Cowboys and Indians"", written for American West, Vol 23; No 1, beginning on page 42",andy warhol; native americans; whites; cowboys;,42,Vol 23; No 1,,,"Josephy Library, Josephy Center for Arts and Culture",Andy-Warhol-Meets-Sitting-Bull,article,record,listing,eng,,
josephy0292,,Looking for Finegayan,Alvin Josephy,American West,,1986-11-01,"Alvin Josephy on A Marine returns to Guam, written for American West, Vol 23; No 6, beginning on page 44",guam; war; marines,44,Vol 23; No 6,,,"Josephy Library, Josephy Center for Arts and Culture",Looking-for-Finegayan,article,record,listing,eng,,
josephy0293,,In Search of the Old West,Alvin Josephy,Oregon Humanities,,1992-12-01,"Alvin Josephy on A. Josephy reflects on the transitioning Old West beginning with his 1934 cross-country bus ride, written for Oregon Humanities, , beginning on page 2",history; native americans; whites; stereotypes,2,,,,"Josephy Library, Josephy Center for Arts and Culture",In-Search-of-the-Old-West,article,record,listing,eng,,
josephy0294,,I Have Seen the Elephant,Alvin Josephy,Western Historical Quarterly,,1995-03-01,"Alvin Josephy on Presidential address at Western History Association's 34th annual conference, written for Western Historical Quarterly, Vol 26; No 1, beginning on page 4",presidents,4,Vol 26; No 1,,,"Josephy Library, Josephy Center for Arts and Culture",I-Have-Seen-the-Elephant,article,record,listing,eng,,
josephy0295,,A Responsibility of Western Historians,Alvin Josephy,Journal of the West,,2000-06-01,"Alvin Josephy on Avoiding stereotypes to provide a true knowledge of transition from Old West to New West, written for Journal of the West, Vol 39; No 3, beginning on page 6",history; native americans; whites; stereotypes,6,Vol 39; No 3,,,"Josephy Library, Josephy Center for Arts and Culture",A-Responsibility-of-Western-Historians,article,record,listing,,,
josephy0296,5qQsF5eZCK4,7003 Days,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY5qQsF5eZCK4,video,video,youtube-link,eng,,
josephy0297,bBcBCZuyego,Cirque de Arment Lecture,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYbBcBCZuyego,video,video,youtube-link,eng,,
josephy0298,77jl72enQ7k,Framing,"Mark Kortnick, Aspen Gallery",,Josephy Library,2017-11-28,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY77jl72enQ7k,video,video,youtube-link,eng,,
josephy0299,2ZMgjJ-CSAE,Musica: Bells (hand bells),Joella Arment,,Josephy Library,2016-02-09,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY2ZMgjJ-CSAE,video,video,youtube-link,eng,,
josephy0300,CfGD29NzzfY,Lauren Bihr Music Bag,Lauren Dihr,,Josephy Library,2018-03-13,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYCfGD29NzzfY,video,video,youtube-link,eng,,
josephy0301,k7Wg_7Sz7kc,Brock Evans,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYk7Wg_7Sz7kc,video,video,youtube-link,eng,,
josephy0302,AcZ22ayZWUI,Calculus,Clem Falbo,,Josephy Library,2017-12-05,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYAcZ22ayZWUI,video,video,youtube-link,eng,,
josephy0303,yEG6wk7LUko,Walter Brennan Days: Carl Rollyson Presentation,Carl Rollyson,,Josephy Library,2016-04-29,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYyEG6wk7LUko,video,video,youtube-link,eng,,
josephy0304,XeIyPrAcNzY,Civil Rights,Linda Robinson,,Josephy Library,2017-08-01,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYXeIyPrAcNzY,video,video,youtube-link,eng,,
josephy0305,wuMlMwQzP0I,Print Making,Nancy Clarke,,Josephy Library,2017-04-04,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYwuMlMwQzP0I,video,video,youtube-link,eng,,
josephy0306,33ZCCCx0Dfw,Sam Collett Painting Workshop,,,Josephy Library,2017-05-20,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY33ZCCCx0Dfw,video,video,youtube-link,eng,,
josephy0307,tkuCUuONxp8,Dams Fish &amp; Controversy Exhibit Opening Lecture,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYtkuCUuONxp8,video,video,youtube-link,eng,,
josephy0308,AIKgozJTyo8,Nez Perce Cradleboard,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYAIKgozJTyo8,video,video,youtube-link,eng,,
josephy0309,nUMGyYOctUg,Associated Ditch Committee,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYnUMGyYOctUg,video,video,youtube-link,eng,,
josephy0310,58EiVVVrkvE,Nez Perce Dolls,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY58EiVVVrkvE,video,video,youtube-link,eng,,
josephy0311,BMIwMx7VA0Y,Nez Perce Dugout Canoe Build,Allen Pinkham Jr.,,Josephy Library,2017-03-01,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYBMIwMx7VA0Y,video,video,youtube-link,eng,,
josephy0312,2VBne1_Jqq0,Eastern Oregon Agriculture,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY2VBne1_Jqq0,video,video,youtube-link,eng,,
josephy0313,k3pAdOnEr2c,Wallowa County Farmer's Market,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYk3pAdOnEr2c,video,video,youtube-link,eng,,
josephy0314,88Ryaj9EmAE,An American Forrest Music Bag,American Forrest,,Josephy Library,2017-07-11,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY88Ryaj9EmAE,video,video,youtube-link,eng,,
josephy0315,f-RE2e7RS20,Decant: Gianluca Giarrizzo Exhibit Walkthrough,Gianluca Giarrizzo,,Josephy Library,2017-07-01,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYf-RE2e7RS20,video,video,youtube-link,eng,,
josephy0316,c_p5PuFdIjs,Health Care,Renee Grandi,,Josephy Library,2017-03-21,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYc_p5PuFdIjs,video,video,youtube-link,eng,,
josephy0317,w0RFr04ad4Q,Grit &amp; Ink Book Release,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYw0RFr04ad4Q,video,video,youtube-link,eng,,
josephy0318,vj7e6Dk6nX0,Bob Fergison &#8211; Expressive Figures,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYvj7e6Dk6nX0,video,video,youtube-link,eng,,
josephy0319,AHdXXZPmf0Q,Hiking Hells Canyon,Rick Bombaci,,Josephy Library,2017-09-05,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYAHdXXZPmf0Q,video,video,youtube-link,eng,,
josephy0320,_UFtYZXHUiY,Home Energy,"Caryn Appler, Susan Badger, James and Jared Hillock",,Josephy Library,2017-11-21,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY_UFtYZXHUiY,video,video,youtube-link,eng,,
josephy0321,0xM-A4kXpS4,Year of the Horse,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY0xM-A4kXpS4,video,video,youtube-link,eng,,
josephy0322,1rWGPGNwoyE,Housing in Wallowa County,Diane Daggett,,Josephy Library,2017-07-18,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY1rWGPGNwoyE,video,video,youtube-link,eng,,
josephy0323,MJID72Eg4rA,Housing II: Small Houses,Jeanette Hibbert,,Josephy Library,2017-08-22,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYMJID72Eg4rA,video,video,youtube-link,eng,,
josephy0324,sCYw-_EQvb8,Housing III Discussion,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYsCYw-_EQvb8,video,video,youtube-link,eng,,
josephy0325,bnuy_-qCZCc,Doug Hyde &#8211; Indian Art on Main St Lecture,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYbnuy_-qCZCc,video,video,youtube-link,eng,,
josephy0326,C03Z7sEO6Wg,Imnaha River Fisheries,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYC03Z7sEO6Wg,video,video,youtube-link,eng,,
josephy0327,bRkhYzIfI4k,Jenner Hanni PTSD Discussion,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYbRkhYzIfI4k,video,video,youtube-link,eng,,
josephy0328,AYWvtzkz24M,JFK,,,Josephy Library,2017-05-02,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYAYWvtzkz24M,video,video,youtube-link,eng,,
josephy0329,o-VDSRM7DiM,Alvin Josephy's 100th Birthday Celebration,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYo-VDSRM7DiM,video,video,youtube-link,eng,,
josephy0330,DW4BnPphELs,Women in Wildlife,Pat Kennedy,,Josephy Library,2017-03-07,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYDW4BnPphELs,video,video,youtube-link,eng,,
josephy0331,A9_li38VcO0,Stone Lithography,Keith Kirts,,Josephy Library,2017-04-18,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYA9_li38VcO0,video,video,youtube-link,eng,,
josephy0332,bIZkfF5ehHg,LBJ Ranch,Dick Burch,,Josephy Library,2017-05-23,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYbIZkfF5ehHg,video,video,youtube-link,eng,,
josephy0333,GbETQDZpXP8,Wallowa County Library Measure,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYGbETQDZpXP8,video,video,youtube-link,eng,,
josephy0334,TLbNxDYDznc,My Life on Joseph Creek by Julie Kooch,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYTLbNxDYDznc,video,video,youtube-link,eng,,
josephy0335,BwDs39-T3qE,Mark Madden &#8211; Maxville Heritage Presentation,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYBwDs39-T3qE,video,video,youtube-link,eng,,
josephy0336,tunAQY4jFV0,Malcolm Phinney,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYtunAQY4jFV0,video,video,youtube-link,eng,,
josephy0337,jx7bKCr2PeQ,From the Philippines to the Zumwalt,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYjx7bKCr2PeQ,video,video,youtube-link,eng,,
josephy0338,MvrXlPKfxbc,Miniatures to Murals Exhibit,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYMvrXlPKfxbc,video,video,youtube-link,eng,,
josephy0339,2Ts4-nhRK04,Museums: Places of Learning,Casey Holmes,,Josephy Library,2016-11-11,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY2Ts4-nhRK04,video,video,youtube-link,eng,,
josephy0340,ZY-OWCQtJzQ,Dog Sledding,Morgan Anderson,,Josephy Library,2018-01-23,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYZY-OWCQtJzQ,video,video,youtube-link,eng,,
josephy0341,j-z6QJH-ITA,Wallowa Bird Nests,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYj-z6QJH-ITA,video,video,youtube-link,eng,,
josephy0342,qpZxbx5C1w8,Luthia - Guitar Building,Brady Norman,,Josephy Library,2017-04-11,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYqpZxbx5C1w8,video,video,youtube-link,eng,,
josephy0343,z7GQKQBvDvg,A Career of Creating with Clay,Ted Juve,,Josephy Library,2017-05-17,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYz7GQKQBvDvg,video,video,youtube-link,eng,,
josephy0344,nzzGHbCKk8U,Music Bag (Brian Oliver),Brian Oliver,,Josephy Library,2018-02-13,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYnzzGHbCKk8U,video,video,youtube-link,eng,,
josephy0345,8Wg0GVX094I,Stephen Adams Pipe Organ Music Bag,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY8Wg0GVX094I,video,video,youtube-link,eng,,
josephy0346,_CT60YYN7NY,Pearl Marsh Excerpt,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY_CT60YYN7NY,video,video,youtube-link,eng,,
josephy0347,YbumLacZgNU,Pinkham Family Nez Perce,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYYbumLacZgNU,video,video,youtube-link,eng,,
josephy0348,9UMNP7dLZLQ,Portland Jazz Composers Ensemble Afternoon Performance,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY9UMNP7dLZLQ,video,video,youtube-link,eng,,
josephy0349,97EbmDN3014,Pramila Jayapal Video Chat,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY97EbmDN3014,video,video,youtube-link,eng,,
josephy0350,FQaNUj-zC5c,Print-o-thon,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYFQaNUj-zC5c,video,video,youtube-link,eng,,
josephy0351,FesxBe4lKD4,Print Making,Bob Proctor,,Josephy Library,2017-10-31,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYFesxBe4lKD4,video,video,youtube-link,eng,,
josephy0352,D3JURzM5q64,Cowboy 101 and Cowboys I Have Known,Barrie Qualle,,Josephy Library,2017-02-01,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYD3JURzM5q64,video,video,youtube-link,eng,,
josephy0353,OGI9JBMPNVw,Quinoa in Wallowa County,Ted Golder,,Josephy Library,2016-10-18,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYOGI9JBMPNVw,video,video,youtube-link,eng,,
josephy0354,nuyCRakva80,Pinkham Family Brown Bag,"Allen Pinkham, Sr., and family",,Josephy Library,2016-12-13,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYnuyCRakva80,video,video,youtube-link,eng,,
josephy0355,8tr37pUgg24,Musical Brown Bag - Nevad Sowle,Nevada Sowle,,Josephy Library,2017-09-04,,music bag;brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY8tr37pUgg24,video,video,youtube-link,eng,,
josephy0356,ven6z2ixyzc,Mike Straw Music Bag,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYven6z2ixyzc,video,video,youtube-link,eng,,
josephy0357,zjLLe3Rffk0,Abigail Scott Duniway &amp; Suffrage,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYzjLLe3Rffk0,video,video,youtube-link,eng,,
josephy0358,PaD8duoBp2k,Chief Joseph Legend Symphony,John Verral,,Josephy Library,2017-04-23,"“ score by John Verral, conducted by Yaacov Bergman with Portland Chamber Orchestra",brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYPaD8duoBp2k,video,video,youtube-link,eng,,
josephy0359,F2tVn6b9UDA,Three Women Artists,Cheryl Coughlan,,Josephy Library,2017-03-14,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYF2tVn6b9UDA,video,video,youtube-link,eng,,
